製品名,Summarized Efficacy
のどスッキリスプレーＡＣ,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
アズレンＥトローチ,のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ、口腔内の殺菌・消毒、口臭の
健栄のどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
健栄のどスプレーアズレン,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
フィニッシュコーワ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
新コルゲンコーワトローチ,のどの炎症によるのどの痛み・のどのはれ・のどの不快感・声がれ・のどのあれ、口腔内の殺菌・消毒、口臭の
のどぬーるスプレーＥＸクール,のどの殺菌・消毒。
ハレナース,扁桃炎（のどのはれ、のどの痛み）・咽頭炎、口内炎。
のどぬーるナイテクト,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
のどぬーるＭａ,のどの殺菌・消毒。
ハレナーススプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
のどぬーるａ,のどの炎症によるのどの痛み・のどのはれ・声がれ・のどのあれ・のどの不快感、口腔内の殺菌・消毒。
のどぬーるスプレーキッズｄ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ストナのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
セピートローチ,のどの炎症によるのどの痛み・のどのはれ・声がれ・のどのあれ・のどの不快感、口腔内の殺菌・消毒、口臭の
大正ルゴールピゴン,扁桃腺炎、口内炎。
セピーＡＺのどスプレークール,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
ＡＺのどスプレータイヨー,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
ヴイメディカルドロップＡＺ,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・声がれ・のどの不快感、口腔内の殺菌・消毒、口臭の
コウナキッズ,"口内炎。
のどの炎症によるのどの痛み・のどのあれ・のどのはれ・のどの不快感・声がれ。"
ルルスプラッシュ,"のどの炎症によるのどの痛み・のどのあれ・のどのはれ・のどの不快感・声がれ。
口内炎。"
トラフルクイックショット,口内炎、のどの炎症によるのどの痛み・のどのあれ・のどのはれ・のどの不快感・声がれ。
ルルのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどの不快感・のどのあれ・声がれ、口内炎。
のどぬーるスプレーキッズＣ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
のどぬーるスプレーＢ,のどの殺菌・消毒。
ペアコールトローチＡＺ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
トピックＡＺトローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
スカイブブロンＡＺトローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
コデミンＡＺトローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
アズローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
アズセグローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
キナゲントローチ,"口腔内の殺菌・消毒、口臭の除去。
のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のど"
セキサミンＡＺトローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
トローチゴールド,"口腔内の殺菌・消毒、口臭の除去。
のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のど"
アズレンＣＰトローチ,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒、口臭"
パブロントローチＡＺ,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・声がれ・のどの不快感、口腔内の殺菌・消毒、口臭の
カイゲンのどスプレー,のどの炎症によるのどのいたみ・のどのあれ・のどのはれ・のどの不快感・声がれ。
のどぬーる,のどの殺菌・消毒。
コフジスのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ノドシャンスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
コフチールのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ゼールックのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
のどべーるスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
のどべーるスプレーＡ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
テラポニンのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
コフダンのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
アズレンＣＰのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
クーペＡＣのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
コデビタのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
コフジスＡＣのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
コフチールのどスプレーＡＺ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
コフピタのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
スカイブブロンのどスプレー,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ペアコールＡＺのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
チョコラＢＢ口内炎リペアショット,口内炎、のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ。
コフジスのどスプレー《ロングノズル》,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
パープルクリアＷスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
コデビタＡＺのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
ペアコールＡＺｃのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
アスゲンＴ錠,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
ポピクル,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ポピクルＰ,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
ポピクルＸ,のどの炎症によるのどあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
クールスロート,"口内炎。
のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。"
オロファニックＴＸ錠,口内炎、咽頭炎・扁桃炎（のどのはれ、のどの痛み）。
ルゴール液〔コザカイ〕,のどの殺菌・消毒。
ルゴール液〔コザカイ〕,のどの殺菌・消毒。
複方ヨード・グリセリン「昭和」Ｐ,のどの殺菌・消毒。
のどケアスプレーＳ,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
エスベナンのどスプレー,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
ポビクールのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ。
のどスプレーＡＣ,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
アズクールのどスプレー,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
複方ヨードグリセリン「タイセイ」Ｐ,のどの殺菌・消毒。
複方ヨード・グリセリン「東海」（ＡＰ）,のどの殺菌・消毒。
浅田飴のどクールスプレー,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
アズレンのどスプレーマエック,のどの炎症によるのどのあれ・のどのいたみ・のどのはれ・のどの不快感・声がれ、口内炎。
浅田飴ＡＺのどスプレーＳ,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
新ルルエースのどスプレーａ,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
アズレンのどスプレーグーバ,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
ＡＺアンドＣＰＣのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
スコールトローチゴールド,"のどの炎症による声がれ・のどのあれ・のどの不快感・のどの痛み・のどのはれ。
口腔内の殺菌・消毒。
口"
ポピショット,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
パープルショット,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
ディアポピー,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
パープルショットＣ,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
ポピショットα,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ。
ＡＺプラスＣＰＣのどスプレー,のどの炎症によるのどの痛み・のどのはれ・のどのあれ・のどの不快感・声がれ、口内炎。
アズシュート,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
アズショット,のどの炎症によるのどあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
アズプッシュ,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
アズリースロート,のどの炎症によるのどのあれ・のどの痛み・のどのはれ・のどの不快感・声がれ、口内炎。
